[2024-03-10 13:23:22,223 INFO] Vocab size: 38622
[2024-03-10 13:23:22,223 INFO] EmotionVocab Size: 32
[2024-03-10 13:23:23,936 INFO] Training data size: 40252
[2024-03-10 13:23:23,936 INFO] Valid data size: 5736
[2024-03-10 13:23:23,936 INFO] Test data size: 307
[2024-03-10 13:23:32,639 INFO] loading emotion model...
[2024-03-10 13:23:38,819 INFO] S-0	<CLS> Help. Help me. I dunno what I'm doing anymore <SEP>
[2024-03-10 13:23:45,387 INFO] H-221	i hope you can find a better job soon .
[2024-03-10 13:23:45,387 INFO] S-222	<CLS> First thought every time I wake up. Is how and should you kill yourself today. be a good sign. <SEP>
[2024-03-10 13:23:45,387 INFO] T-222	<BOS> I wish there was an easy way to die. Like one pill I could just pop. Unfortunately everything has to be messy <EOS>
[2024-03-10 13:23:45,387 INFO] H-222	i 'm sure you 'll be fine !
[2024-03-10 13:23:45,387 INFO] S-223	<CLS> What's the point?. Why am I supposed to stay alive? I don't want to reproduce and I don't care for anyone in my life. I don't see a point, especially if I'm just going to die in the end. <SEP>
[2024-03-10 13:23:45,387 INFO] T-223	<BOS> It's a sad reality that everything comes to an end and that we're not given an exact explanation of why we're here or what the meaning of it all is. The way I see it is that we're here to give our life meaning one way or another. Since we don't know the meaning we have to make the meaning. Some people find that through their work, family, helping others, etc. Life is full of endless possibilities of what we can do with it. It's hard getting to the point where we feel like we're happy or accomplished but that in itself is another aspect of life and finding meaning. For some people it could take most of their lives to find the meaning that they were looking for and in my view I'd rather spend my whole life looking for that meaning and helping who I can along the way than to just accept that there's no meaning to it and end it since that's not really an answer. I may never get the answer myself but I can at least enjoy the journey leading to the end and maybe that in and of itself was the meaning all along. You'll meet many varieties of people throughout your life who will give you different perspectives of what meaning is to them and maybe that will help you on your journey and maybe it won't. We have the time we're given and what we do with it is dependent on us. Even after we die and join the rest of the universe in it's infinite there'll still be people around who will say, Hey remember u/OkayScience, I want to do what he did and live my life to its fullest. We can still be remembered for the life we lived even after we're gone and in that way we'll essentially live forever. This is the way I see life and it helps me from time to time. I still have my bad days and sometimes consider if it's all worth it but then I just keep going because I won't know if I just stop here. Plus it helps talking to people about it at times and if you do feel like talking about it more feel free to send me a message. Keep going with the journey and stay strong since you'll find your meaning in time. <EOS>
[2024-03-10 13:23:45,387 INFO] H-223	i know the feeling . i have dealt with with similar issue .
[2024-03-10 13:23:45,387 INFO] S-224	<CLS> I'm a fucking attention whore. You can't hide the truth <SEP>
[2024-03-10 13:23:45,387 INFO] T-224	<BOS> Are u boy or girl?? <EOS>
[2024-03-10 13:23:45,387 INFO] H-224	oh no . what happened ?
[2024-03-10 13:23:45,387 INFO] S-225	<CLS> For the first time in a month or two I brushed my teeth and washed my face.. Everything seems to be too difficult to deal with, but at least I could get myself to do these simple tasks again. <SEP>
[2024-03-10 13:23:45,387 INFO] T-225	<BOS> Yes. Doing anything is good. Specially these things that are just for yourself. It can be hard or even seem silly but if it is something you had to convince yourself to do and then managed to do it. That is good. <EOS>
[2024-03-10 13:23:45,387 INFO] H-225	i am sorry to hear that . i hope you are able to find a better job .
[2024-03-10 13:23:45,387 INFO] S-226	<CLS> I give up. I’ve accepted the fact that my depression and anxiety will never be gone for me. I will live with this shit for the rest of my pathetic life.. No matter what good thing comes into my life, those things will always manage to ruin it. <SEP>
[2024-03-10 13:23:45,387 INFO] T-226	<BOS> I'm sorry. I wish I could help. I feel the same way. <EOS>
[2024-03-10 13:23:45,387 INFO] H-226	i hope you have a great time !
[2024-03-10 13:23:45,387 INFO] S-227	<CLS> You think too much confirms what I've always believed.... Most people think too little. <SEP>
[2024-03-10 13:23:45,387 INFO] T-227	<BOS> Yeah. My parents took me to a psychologist when I was a teenager, and that was one of the questions she asked me. I felt two things. 1. How would I know? I don't know what normal is. I only know what my experience is. How would you? How could you even measure that? It's not like there are distinct and separate thoughts you can count, it's just a flow. 2. What kind of terrible precedent does that set? Since when is thinking bad? <EOS>
[2024-03-10 13:23:45,387 INFO] H-227	i 'm sorry to hear that .
[2024-03-10 13:23:45,387 INFO] S-228	<CLS> The woman I love is getting married in 2 weeks. I'm in denial. I'm in pain. She's all I want. <SEP>
[2024-03-10 13:23:45,388 INFO] T-228	<BOS> I'm sorry man. I wish I could take the pain away. <EOS>
[2024-03-10 13:23:45,388 INFO] H-228	that 's a good thing . what is she doing ?
[2024-03-10 13:23:45,388 INFO] S-229	<CLS> When was the last time.... Someone gave you a hug? <SEP>
[2024-03-10 13:23:45,388 INFO] T-229	<BOS> If you don't count my mother or family members, about 3 years. <EOS>
[2024-03-10 13:23:45,388 INFO] H-229	that 's awesome . what kind of car did you get ?
[2024-03-10 13:23:45,388 INFO] S-230	<CLS> What's the point sometimes?. I try and fail. I try again and fail again. I want to fix my Playstation and get lost. <SEP>
[2024-03-10 13:23:45,388 INFO] T-230	<BOS> What have you been failing at? <EOS>
[2024-03-10 13:23:45,388 INFO] H-230	i know what you mean .
[2024-03-10 13:23:45,388 INFO] S-231	<CLS> I could easily do it right now. It seems so easy to me. Nobody cares now. But they all will soon. <SEP>
[2024-03-10 13:23:45,388 INFO] T-231	<BOS> I want to repeat other comments, but do it. There is nothing afterwards, this is your one chance and you have to make it count. Life is like a train ride, there are turns, twists, hills, curves, but sometimes there are tunnels. And when your in the tunnel for a while you look back and forward but see nothing but darkness, it feels like it is all that is has been and will be. But tunnels always have an end. This train ride of life will get you where you want to go, as long as you get off early. <EOS>
[2024-03-10 13:23:45,388 INFO] H-231	i am sure you will !
[2024-03-10 13:23:45,388 INFO] S-232	<CLS> Do non depressed people really not think about suicide?. Even when I wouldn't have concidered myself depressed I still thought about it quite often. It blows my mind when people say they have never thought about suicide. I feel like everyone has at least thought about it once right? <SEP>
[2024-03-10 13:23:45,388 INFO] T-232	<BOS> I guess for like short moments everyone has done it, but most wont remember it since it wasn't really a serious thought, just a quick idea. <EOS>
[2024-03-10 13:23:45,388 INFO] H-232	i can imagine . i would have been super upset too .
[2024-03-10 13:23:45,388 INFO] S-233	<CLS> help please. what do you say when someone says everything is wrong <SEP>
[2024-03-10 13:23:45,388 INFO] T-233	<BOS> Ask them what's wrong, what's troubling you, how do you feel, what did you do today, how did it begin, when did it begin. But don't ask like you're interrogating them. Say it in a nice tone. Don't say it gets better, or life is worth living, etc. It's annoying to the person, always. It's nice how you care for them :) <EOS>
[2024-03-10 13:23:45,388 INFO] H-233	that 's unfortunate . did you call the police ?
[2024-03-10 13:23:45,388 INFO] S-234	<CLS> Another great start to the week. Just found out I have a practical today I thought it was next week. Guess I'm failing at yet another thing in my life <SEP>
[2024-03-10 13:23:45,388 INFO] T-234	<BOS> Well fair enough. I'm sorry there isn't anything I can say to help :/ <EOS>
[2024-03-10 13:23:45,388 INFO] H-234	i know right . i 'm sorry you feel that way .
[2024-03-10 13:23:45,388 INFO] S-235	<CLS> I just want to drive away from this city and start again.... But I don't have a car. <SEP>
[2024-03-10 13:23:45,388 INFO] T-235	<BOS> That's my dream. Just hitch a ride to amsterdam and try to find some job <EOS>
[2024-03-10 13:23:45,388 INFO] H-235	i am sorry to hear that . what happened ?
[2024-03-10 13:23:45,388 INFO] S-236	<CLS> Will things ever start looking up. I'm on a downward spiral with no hope <SEP>
[2024-03-10 13:23:45,388 INFO] T-236	<BOS> Thing will only start looking up when you do. Its ok to feel down and hurt for a bit, but don't let it consume you. I briefly looked through your post history, you're going through a break up, it's understandable. I am also going through a break up and depression came with it. You gave your heart to someone and expected them to so the same. When they didn't you became devastated. The truth is you're a loving caring compassionate kind person and deserves someone who wants you always. It will work out, things will get better but you have to try and make them better. <EOS>
[2024-03-10 13:23:45,388 INFO] H-236	i 'm sure you will . i 'm sure you will do great .
[2024-03-10 13:23:45,388 INFO] S-237	<CLS> Oh ya. Fuck living!!!!! Wish I was dead!!!!!! I fucking hate life <SEP>
[2024-03-10 13:23:45,388 INFO] T-237	<BOS> hey, wanna talk? im here for ya if ya want! <EOS>
[2024-03-10 13:23:45,388 INFO] H-237	oh no , i 'm sorry to hear that .
[2024-03-10 13:23:45,388 INFO] S-238	<CLS> I'm so touch starved that I physically cannot fall asleep unless I have two pillows either side of me.. One for hugging, one for warmth. I genuinely look forward to going to bed. Those mornings where I wake up earlier then usual and can indulge in some daydreams while feeling completely safe and calm are my favourite. <SEP>
[2024-03-10 13:23:45,388 INFO] T-238	<BOS> My hairdresser place always washes your hair and is still relatively cheap, I tell you those 5 minutes feel so damn good. It feels so nice to be touched, especially by a woman. Sounds creepy, but Idc <EOS>
[2024-03-10 13:23:45,388 INFO] H-238	i hope it turns out well for you .
[2024-03-10 13:23:45,388 INFO] S-239	<CLS> Don't you hate it when.... ... you feel so guilty about living your life and being a burden to everyone, so you decide to commit suicide. But you can't because you feel too guilty about making others around you devastated because of your death. <SEP>
[2024-03-10 13:23:45,388 INFO] T-239	<BOS> I'll be thinking this all night tonight. <EOS>
[2024-03-10 13:23:45,388 INFO] H-239	i 'm sorry to hear that .
[2024-03-10 13:23:45,388 INFO] S-240	<CLS> Wish me bday!. I have been severely depressed since last few weeks and thought my bday would be just as awful. But it's actually turning out great. I am actually happy it's my bday ! :) <SEP>
[2024-03-10 13:23:45,388 INFO] T-240	<BOS> HAPPY BIRTHDAY!!!! I'm glad it's a good day! <EOS>
[2024-03-10 13:23:45,388 INFO] H-240	oh no . i hope you are able to get another one soon .
[2024-03-10 13:23:45,388 INFO] S-241	<CLS> There is no help. Somebody just fucking kill me. There's nothing I can do <SEP>
[2024-03-10 13:23:45,388 INFO] T-241	<BOS> That's a bit dark. How did you get here? <EOS>
[2024-03-10 13:23:45,388 INFO] H-241	i am sorry to hear that . why did you do that ?
[2024-03-10 13:23:45,388 INFO] S-242	<CLS> Lonely. I feel so alone. It's been going on for awhile now. There are people around me all the time, but it's like I'm invisible. I just want it to end. Loneliness really hurts. It's gotten to a really bad point. I may as well be gone. <SEP>
[2024-03-10 13:23:45,388 INFO] T-242	<BOS> Some days depression can be worse than others. Just try to make it until tomorrow. :) <EOS>
[2024-03-10 13:23:45,388 INFO] H-242	i can understand that . i am sorry .
[2024-03-10 13:23:45,388 INFO] S-243	<CLS> I love lying to customers. How are you? Good, Thank you! <SEP>
[2024-03-10 13:23:45,389 INFO] T-243	<BOS> I always say Still alive <EOS>
[2024-03-10 13:23:45,389 INFO] H-243	i 'm sorry to hear that . what happened ?
[2024-03-10 13:23:45,389 INFO] S-244	<CLS> I can’t get up. I am in bed awake. I need to go to work, but I move. I feel awful about it, I just need to get up. I took yesterday off, I take today off too <SEP>
[2024-03-10 13:23:45,389 INFO] T-244	<BOS> Good, glad. Do your best at work and I wish you the best :) <EOS>
[2024-03-10 13:23:45,389 INFO] H-244	i hope you can find something soon .
[2024-03-10 13:23:45,389 INFO] S-245	<CLS> Can somebody tell me it'll be okay?. That I'm doing fine? That I don't have to be perfect and that I haven't really done anything wrong? <SEP>
[2024-03-10 13:23:45,389 INFO] T-245	<BOS> Of course you don't have to be perfect. As long as you're doing your best, that's all you can do. Everyone makes mistakes, no one is perfect. Hang in there bud. <EOS>
[2024-03-10 13:23:45,389 INFO] H-245	that 's a good thing to have .
[2024-03-10 13:23:45,389 INFO] S-246	<CLS> im fucked. im fucked.my whole life is fucked <SEP>
[2024-03-10 13:23:45,389 INFO] T-246	<BOS> wanna talk? msg me if ya want. im not gonna tell you what to do or why your life is not fucked. but im someone to talk to and i have been where you are and might understand you, in some way. <EOS>
[2024-03-10 13:23:45,389 INFO] H-246	that 's awesome ! what makes you happy ?
[2024-03-10 13:23:45,389 INFO] S-247	<CLS> Why?. The question i often ask myself...Why? Whats wrong with me? <SEP>
[2024-03-10 13:23:45,389 INFO] T-247	<BOS> You're not alone with that. <EOS>
[2024-03-10 13:23:45,389 INFO] H-247	oh no ! i 'm sorry to hear that .
[2024-03-10 13:23:45,389 INFO] S-248	<CLS> Am I the only one ?. Is anyone not going to school or work? <SEP>
[2024-03-10 13:23:45,389 INFO] T-248	<BOS> It can. It didn't work for me (only get worse) but maybe it will a good experience for you. I really hope ... <EOS>
[2024-03-10 13:23:45,389 INFO] H-248	that is so cool . what are you going to do ?
[2024-03-10 13:23:45,389 INFO] S-249	<CLS> Do you cope well with Bipolar Disorder and if so, how do you do it?. And if you don't, why not? <SEP>
[2024-03-10 13:23:45,389 INFO] T-249	<BOS> Therapy and meds. I go to support groups every Thursday. I avoid alcohol. I read and write everyday. <EOS>
[2024-03-10 13:23:45,389 INFO] H-249	i am sure you will be fine .
[2024-03-10 13:23:45,389 INFO] S-250	<CLS> melancholic. I'm not depressed. I've been depressed a few years ago and I know what that was like - the mindset I was in where I beat myself up, felt shitty about everything I did, thought constantly about suicide, had weird emotions about my close friends/family and pushed them out..... i'm not there anymore. this isn't depression. where i am now...i'm just not happy. nothing i do makes me happy. it doesn't mean i'm sad, or that i beat myself up, or i'm suicidal. i can have confidence in myself yet also not find joy in my life, and that's where i am right now. i don't know what's worse. at least before i sort of knew how to get out of that mindset.... <SEP>
[2024-03-10 13:23:45,389 INFO] T-250	<BOS> If you are not happy and you are not ill then you need to do different things. <EOS>
[2024-03-10 13:23:45,389 INFO] H-250	i know what you mean . i would n't have been able to do that .
[2024-03-10 13:23:45,389 INFO] S-251	<CLS> I'll never be anyone's priority.... even though they are mine. :( <SEP>
[2024-03-10 13:23:45,389 INFO] T-251	<BOS> Maybe that is why we all are naturally depressed <EOS>
[2024-03-10 13:23:45,389 INFO] H-251	i 'm glad you have a good reason .
[2024-03-10 13:23:45,389 INFO] S-252	<CLS> I get a horrible comedown after fun days of socializing. After good times with friends, I get home and feel exceptionally lonely and empty.. Maybe being an introvert it is just a draining affect? I dunno. It stinks when depression smacks you in the face after a while of feeling ok or even good. <SEP>
[2024-03-10 13:23:45,389 INFO] T-252	<BOS> The same advice applies to them in one regard. Need to know sadness to really be happy. It sucks that depression is part of my life, but it gives my character a unique value that is missing in others. Still would rather feel good without falling back into the void every time. <EOS>
[2024-03-10 13:23:45,389 INFO] H-252	i am sure it was .
[2024-03-10 13:23:45,389 INFO] S-253	<CLS> Depression and capitalism. Does anyone else feel the way we have set up our western societies has helped trigger depression? I know when I think about life, surviving constantly but never happy, never truly living I become immortalised in depression and anger. Sometimes I feel buying land, living with a bunch of like minded folks and working as a mini community would help my feelings of utter contempt for life. <SEP>
[2024-03-10 13:23:45,389 INFO] T-253	<BOS> Lmao that's my plan honestly. Got sick of it, can't stomach shelling out $700+ a month when I earn $8 an hour just for a shitty apartment I'll never have time to spend in because I'm worried about making the rent for it. It's depressing and monotonous. I'm personally building a van to live out of right now, I plan to leave in the summer. I think of you have any itch to get out there and do something that makes you feel whole you should do it. I've dealt with depression long enough and frankly I'm sick of it, so I'm trying something a little new. Travel, fresh people, fresh scenes, fresh work. It won't be the most luxurious life but it'll probably provide more than the norm of working all day every day. <EOS>
[2024-03-10 13:23:45,389 INFO] H-253	wow , that 's a long time to fix !
[2024-03-10 13:23:45,389 INFO] S-254	<CLS> does anyone ever feel like this?. You feel sad, but you don't know what you're sad about? <SEP>
[2024-03-10 13:23:45,389 INFO] T-254	<BOS> All the time. On paper, my life is fucking fantastic, but I'm still always sad. And I don't know how to make it better, because everything's already pretty great <EOS>
[2024-03-10 13:23:45,389 INFO] H-254	i 'm sorry to hear that .
[2024-03-10 13:23:45,389 INFO] S-255	<CLS> Anyone else not want a funeral or any services?. It gives me anxiety just thinking about it. <SEP>
[2024-03-10 13:23:45,389 INFO] T-255	<BOS> Does it matter at that point what I want? They're the ones left making sense of it. Let them do whatever they want. <EOS>
[2024-03-10 13:23:45,389 INFO] H-255	that is a good thing to have .
[2024-03-10 13:23:48,136 INFO] S-256	<CLS> I wish I had a depressed friend.. It would help him and me. <SEP>
[2024-03-10 13:23:48,137 INFO] T-256	<BOS> Yea i wish I had someone who truly understood. <EOS>
[2024-03-10 13:23:48,137 INFO] H-256	i am sorry to hear that .
[2024-03-10 13:23:48,137 INFO] S-257	<CLS> Some people call it going to bed depressed. I just call it going to bed <SEP>
[2024-03-10 13:23:48,137 INFO] T-257	<BOS> I also call it going to bed... But its 1 am my time and I'm still too awake to sleep <EOS>
[2024-03-10 13:23:48,137 INFO] H-257	that 's unfortunate . did you end up getting a new bed ?
[2024-03-10 13:23:48,137 INFO] S-258	<CLS> Does anyone else feel like being alone actually helps depression?. It's strange but it seems like when I'm away from people I can just be myself and do whatever without anyone criticising me, and I can also just enjoy the silence. <SEP>
[2024-03-10 13:23:48,137 INFO] T-258	<BOS> When i have good days i think about what was different. Many times my good days are ones i spent someplace else by myself. Like a town the next county over, for example. Recently i went into a city at dusk and just walked around by myself. I was never alone but i wasn't around anyone who knew me. It was good. Didn't end the dep but it was good. <EOS>
[2024-03-10 13:23:48,137 INFO] H-258	that is a good idea . i hope you can find someone to talk to .
[2024-03-10 13:23:48,137 INFO] S-259	<CLS> :(. I feel like i no longer have emotions <SEP>
[2024-03-10 13:23:48,137 INFO] T-259	<BOS> like all emotions have been blocked off from me.. <EOS>
[2024-03-10 13:23:48,137 INFO] H-259	i know how you feel . i know how you feel .
[2024-03-10 13:23:48,137 INFO] S-260	<CLS> Can't move. I don't want to expose myself to the outside world right now. They always ask me what I do. Right now, I'm not doing much. I feel extremely heavy. I can't move and I just want to die. <SEP>
[2024-03-10 13:23:48,137 INFO] T-260	<BOS> What seems to be weighing you down lately? If you need someone to talk to, I'm here. :) <EOS>
[2024-03-10 13:23:48,137 INFO] H-260	i am sure you will be able to enjoy yourself .
[2024-03-10 13:23:48,137 INFO] S-261	<CLS> what will i be able to make of myself. no accomplishments. got nothing to look forward to <SEP>
[2024-03-10 13:23:48,137 INFO] T-261	<BOS> Then makes some, and create your own future. Not the one you think people expect of you <EOS>
[2024-03-10 13:23:48,137 INFO] H-261	i bet that was fun . i am sure you will be fine .
[2024-03-10 13:23:48,137 INFO] S-262	<CLS> No motivation, only obligation.. The motto of my current life. <SEP>
[2024-03-10 13:23:48,137 INFO] T-262	<BOS> Perhaps that's not such a bad thing for the time being - at least it sounds like you're still doing the necessities of life whether you want to or not and whether there's anything resembling pleasure in it. It seems that's how I've been operating for a few years myself - doing things because I have to not because I want to. At least we're doing them, maybe we'll get our mojo back and want to do something later. <EOS>
[2024-03-10 13:23:48,137 INFO] H-262	that 's great ! i 'm sure you 'll be fine .
[2024-03-10 13:23:48,137 INFO] S-263	<CLS> Can anyone help me im in pain. Im in chronic pain and ready to kill myself <SEP>
[2024-03-10 13:23:48,137 INFO] T-263	<BOS> Hey there, feel free to pm me if you need to chat. No judgments from me, just ready to listen, so feel free to say anything you want or need. Please stay strong. <EOS>
[2024-03-10 13:23:48,137 INFO] H-263	that 's good to hear . i am sure you 'll do great .
[2024-03-10 13:23:48,137 INFO] S-264	<CLS> Tomorrow I turn 22 years old but today I woke up with suicidal thoughts.. I've been trying to convince myself that I'm okay and that my life will get better but it's not. <SEP>
[2024-03-10 13:23:48,137 INFO] T-264	<BOS> Hey i feel ya, today is my 20th bday, Im drunk in the middle of the day and thinking how to end everything asap <EOS>
[2024-03-10 13:23:48,137 INFO] H-264	i 'm sorry to hear that . i hope you get the hang of it .
[2024-03-10 13:23:48,137 INFO] S-265	<CLS> Thoughts on drinking.. Makes you feel better, calmer, but just more depressed <SEP>
[2024-03-10 13:23:48,137 INFO] T-265	<BOS> really depressed right now and I feel like it helps me been drunk that past 5/6 days and as soon as I sober up I feel like I do anything . I suppose the hangovers make it worse for a few days but when drunk worth not feeling as bad as I do when not drinking, I stand being sober and dealing with my thoughts. a bad cycle but I like to drink until my life kinda brightens up a little bit that way easier to be hungover <EOS>
[2024-03-10 13:23:48,137 INFO] H-265	i 'm sorry to hear that . what happened ?
[2024-03-10 13:23:48,137 INFO] S-266	<CLS> Am I alone because I'm depressed, or am I depressed because I'm alone?. It's been so long, I don't remember anymore... <SEP>
[2024-03-10 13:23:48,137 INFO] T-266	<BOS> for me i think its a little of both <EOS>
[2024-03-10 13:23:48,137 INFO] H-266	i am sorry to hear that .
[2024-03-10 13:23:48,137 INFO] S-267	<CLS> Aaaaaaand..... ... im crying in school again :) <SEP>
[2024-03-10 13:23:48,138 INFO] T-267	<BOS> you can get through this i promise. hang in there, just get through the day. tomorrow is a brand new day. <EOS>
[2024-03-10 13:23:48,138 INFO] H-267	oh wow , that 's a huge step .
[2024-03-10 13:23:48,138 INFO] S-268	<CLS> Are there any graduate students with depression?. I feel so alone here. This is slowly killing me. I feel alone. Everybody in my program they all have shit going for them. I made zero friends so far. Anybody??? <SEP>
[2024-03-10 13:23:48,138 INFO] T-268	<BOS> Does your school have any counseling or therapy? I think depression amongst grad students is way too common <EOS>
[2024-03-10 13:23:48,138 INFO] H-268	i 'm sure you will do great .
[2024-03-10 13:23:48,138 INFO] S-269	<CLS> getting ghosted. I just started getting ghosted by another person. <SEP>
[2024-03-10 13:23:48,138 INFO] T-269	<BOS> You have one of the best names ever seen. <EOS>
[2024-03-10 13:23:48,138 INFO] H-269	that 's too bad . i hope it was n't too bad .
[2024-03-10 13:23:48,138 INFO] S-270	<CLS> What are your strategies for staying functional enough to complete schoolwork, etc?. Due to feeling like garbage, losing memory/attention, and anxiety, I have trouble doing work for school. Actually, I'm probably just a lazy piece of trash, but the problem still stands. For those who are on top of things: how do you manage it all? <SEP>
[2024-03-10 13:23:48,138 INFO] T-270	<BOS> Lots of cannabis, which I can't even use much anymore since I lost my job <EOS>
[2024-03-10 13:23:48,138 INFO] H-270	that 's a good idea . i 'm sorry you had to deal with that .
[2024-03-10 13:23:48,138 INFO] S-271	<CLS> Float tanks?. Has anybody had any luck using float tanks for depression/anxiety? <SEP>
[2024-03-10 13:23:48,138 INFO] T-271	<BOS> I tried one once. It was a cool experience, but I'm also afraid of the dark, so it was a little anxiety inducing (they had a button to turn the lights on though). I don't know if it's really helpful, but it's still something I'd recommend, even if just for the experience <EOS>
[2024-03-10 13:23:48,138 INFO] H-271	that 's good , i hope you can get some rest .
[2024-03-10 13:23:48,138 INFO] S-272	<CLS> Do you ever feel like running away?. Do you ever just feel like running away somewhere far away, move to another city or country, changing your whole identity, exploring new things, finding new opportunities and meeting new people. Just leave this life behind and start a new one. <SEP>
[2024-03-10 13:23:48,138 INFO] T-272	<BOS> I have many times i have made plans and let them go i want to try agean just to get away from it all i just want to hop on a train and go whare it goes and maby be hapy for once in a long time sorry for bad gramer and bad spelling <EOS>
[2024-03-10 13:23:48,138 INFO] H-272	that 's great . i hope you can find a new job !
[2024-03-10 13:23:48,138 INFO] S-273	<CLS> I trust my cat more than i trust humans. Actually no, i dont trust humans at all.. Im so done being used and lied to. <SEP>
[2024-03-10 13:23:48,138 INFO] T-273	<BOS> I trust my dogs and cats more than humans. Humans are fallible. Animals are just who they are. When it comes to trust in humans, it comes down to expectations. What are your expectations? When you enter into a relationship, it is something you should talk about. If you don't, you will find that everyone has different expectations. And you will never find a relationship in which you can trust. <EOS>
[2024-03-10 13:23:48,138 INFO] H-273	i am sure you are .
[2024-03-10 13:23:48,138 INFO] S-274	<CLS> does anyone else feel so much better just staying in their room by themselves for as long as possible?. i just wanna sleep and be by myself for a while but life responsibilities just let me. god i miss being able to stay home for days on end without anyone or anything else bugging me <SEP>
[2024-03-10 13:23:48,138 INFO] T-274	<BOS> Yes. And i do like some company. I'm a confused person. Sometimes I like being alone, No one around me, sometimes I want someone with me . <EOS>
[2024-03-10 13:23:48,138 INFO] H-274	that 's a good idea . i hope you can find a better job .
[2024-03-10 13:23:48,138 INFO] S-275	<CLS> I got upset but for the first time since I got ill with depression, I didn't cut.. Had another cry because I was so proud of myself. <SEP>
[2024-03-10 13:23:48,138 INFO] T-275	<BOS> That's wonderful news, you should be proud of that progress. <EOS>
[2024-03-10 13:23:48,138 INFO] H-275	i am sorry to hear that .
[2024-03-10 13:23:48,138 INFO] S-276	<CLS> Self-doubt. Sometimes I wonder whether I'm just going through a teenage phase. Even though I've been diagnosed with depression, part of me just wonders whether I'm lying to myself and just insisting in wallowing in misery. Just needed to get this off my chest. <SEP>
[2024-03-10 13:23:48,138 INFO] T-276	<BOS> My gut reaction is that if you were just insisting in wallowing in misery, you wouldn't be wondering about this. <EOS>
[2024-03-10 13:23:48,138 INFO] H-276	that 's awful . i hope you can find someone who has to clean it up .
[2024-03-10 13:23:48,138 INFO] S-277	<CLS> I don’t think people love me. They love versions of me I have spun for them, versions of me they have construed in their minds. The easy versions of me, the easy parts of me to love.. But no one will ever love me <SEP>
[2024-03-10 13:23:48,138 INFO] T-277	<BOS> I feel the exact same way as you do and I'm tell my self that I'm fine. If ever want to talk about PM. I feel when you talk about your lonliness it helps to get through. I use discord and WhatsApp if that's your thing. Don't be to hard on yourself everyone in the world is loved by someone. <EOS>
[2024-03-10 13:23:48,138 INFO] H-277	i love the thrift stores and relive the good old days .
[2024-03-10 13:23:48,138 INFO] S-278	<CLS> Anyone else rely on porn to suppress the fact that you can't find love?. I feel like absolute crap when I watch porn but then again I don't have a girlfriend, or someone that I like to consider me to love. It's fucking corny but I thought it would help to share my thoughts, anyone else? <SEP>
[2024-03-10 13:23:48,138 INFO] T-278	<BOS> I think porn and affection are different really. You wouldn't love a friend just to fuck them, you love someone emotionally. Do you have a tinge of 'why the fuck did I do that' after watching porn? I used to see a lot of shit. It takes time to quit this drug that controls your actions. I hope you find someone, I haven't, but I just try and remember friends, cute girls, whom I'd never imagine in that situation. Buy a scarf and choke yourself until it hurts if you want to think straight. <EOS>
[2024-03-10 13:23:48,138 INFO] H-278	i 'm sorry to hear that . i hope you get to see them soon .
[2024-03-10 13:23:48,138 INFO] S-279	<CLS> I need a drink. I know it doesn't help, I know it makes things worse, but I need an hour or two away from all the stupid little things that keep snowballing into stupid big things. <SEP>
[2024-03-10 13:23:48,138 INFO] T-279	<BOS> Having a drink is okay now and then. Most do it even when they aren't depressed just to feel relaxed. If you have problems with it then yes it can be bad for you. <EOS>
[2024-03-10 13:23:48,138 INFO] H-279	i can understand that . i hope you can find a new job .
[2024-03-10 13:23:48,138 INFO] S-280	<CLS> I just want to stop existing. This feeling never goes away <SEP>
[2024-03-10 13:23:48,138 INFO] T-280	<BOS> Same I'm tired of waking up exhausted even though I get a good amount of sleep. Life is general is bullshit <EOS>
[2024-03-10 13:23:48,138 INFO] H-280	i 'm sorry to hear that . do you have any friends ?
[2024-03-10 13:23:48,138 INFO] S-281	<CLS> ��. I wish I could just drop this charade of happiness. My feelings aren't even mine anymore. I worry about putting stress on my loved ones. I'm so tired of this constant front that I have to put up when all I want to do is just cry. <SEP>
[2024-03-10 13:23:48,139 INFO] T-281	<BOS> I know the feeling :( <EOS>
[2024-03-10 13:23:48,139 INFO] H-281	i would be too . i 'm sorry you had to go through that .
[2024-03-10 13:23:48,139 INFO] S-282	<CLS> I feel so lonely. That's all I have to say today. <SEP>
[2024-03-10 13:23:48,139 INFO] T-282	<BOS> Misery loves company...I just moved to a new state a month ago. Quit my job, left my family. The only friends I have right now are my landlady and realtor. It's really fucking shitty some days. Hang there if you can. <EOS>
[2024-03-10 13:23:48,139 INFO] H-282	oh no , i 'm sorry to hear that .
[2024-03-10 13:23:48,139 INFO] S-283	<CLS> Just need some support!. not feeling well at all. stuck in this place I want to be in, I get out of here because mandatory. I feel anxious and depressed, you know the drill. All asking is for a comment or maybe a hug. I need something to distract myself with, music help, really that bad. <SEP>
[2024-03-10 13:23:48,139 INFO] T-283	<BOS> I just sent my support out, it should arrive in a few weeks, $3.95 shipping charges. <EOS>
[2024-03-10 13:23:48,139 INFO] H-283	well , i hope you can get it fixed , i hope you get some good use it !
