sp_id,rp_id,seeker_post,response_post,level,rationales
000s6hne,ff5yzh1q,"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?",Your local hospice will have grief support groups and free community counseling available with bereavement counselors who are expects with grief and loss.,1,Your local hospice will have grief support groups and free community counseling|
qy35xtgj,pa4rfibk,I am going through a very hard time and I'm so depressed. My parents are getting a divorce and a lot of bad things are happening. I want to lull myself.,"It sounds like a tough time and it's normal to feel down when your family is going through a divorce or other hardship. There's a difference between feelings like sadness, discouragement, grief, loneliness and depression, though. Sadness is sadness and sometimes we have to go through a grieving or other process, that is a normal reaction to events in our lives. Depression, on the other hand, is more about being stuck. Lulling yourself with self-care sounds like a healthy response and a way to give yourself support. So as to the uncomfortable but healthy part of your feelings, do the best you can to put names to it and share with a trusted other person. You will find comfort. The part of your situation that's depression -- feeling stuck, not able to get out of bad, concentrate, changes in sleeping and eating, loss of enjoyment in living, poor hygiene, feelings of hopelessness, that's different. First step, identify your own symptoms of depression. If you have any thoughts of hurting yourself, tell someone. If you're not sure, you can try 800-lifenet or other support line to get feedback. First aid for depression includes: daily care and feeding, good sleeping and eating, lots of exercise--even when you don't feel like it-- healthy socializing, and focusing on talking to yourself in a positive way. If you aren't able to move yourself out of your depression,  work with a professional to make short-term goals and get some support. You may also talk to your doctor or psychiatrist about trying an anti-depressant to give you a little lift while you go through a rough patch.Best wishes,Karen",1,"identify your own symptoms of depression. If you have any thoughts of hurting yourself, tell someone|work with a professional to make short-term goals and get some support. You may also talk to your doctor or psychiatrist about trying an anti-depressant to give you a little lift|"
ynyuqewh,4zpsv8uk,He is in his late thirties and I am in my mid twenties. We have been together for about 5 months. I really like him. He says he cares about me and is willing to fight to make things right. He has been very apologetic and expressed he did it out of fear. I don't know if it's worth giving him a second chance.,"Cheating is often a sign that something is amiss in the relationship. His fear may be full of information. While it's possible to repair relationships after a betrayal it's also challenging to do, especially so early in your relationship. I can't tell you if you should/shouldn't give this relationship a second chance but I will tell you to tune into your own intuition (and follow your own fears in doing so, they often are incredibly informative when we don't push them away with denial).",1,tune into your own intuition|
mfwgf5sj,uh6f7slk,"Is it normal for people to cry during therapy, or is it just me?","Yes, absolutely. In therapy you will be delving into topics and feelings that are often suppressed throughout daily life. As you explore many emotions may come up, anger, disappointment, grief, frustration, sadness, to name a few. These and many other emotions often lead to crying and your therapist will be there to hold space and support you through it. Crying is a very healthy release of energy so feeling comfortable enough with your therapist that it happens during session is a great thing!",0,
7wgqxedg,1bmj0jqw,My husband and I are separated. He says he needs some time apart. He says he needs to get back the “in love” part of a relationship but doesn’t want to lose me. Should I wait or start over new?,"That's a tough one.  Would you and your husband be willing to attend couples counseling during the separation?  That would benefit you both.  If you separate and reconcile, what will have changed other than you having time apart?  You will need to gain new skills to enhance and maintain your connection - otherwise you will risk repeating the cycle of disconnect, discontentment and separation.  Please seek help from a therapist trained in couples work to help the two of you find a way either back to each other or gracefully out of the marriage.  Time away will not, by itself, change your relationship into one that can be sustained.",2,"Would you and your husband be willing to attend couples counseling during the separation?|If you separate and reconcile, what will have changed other than you having time apart?|Please seek help from a therapist trained in couples|"
ccuzadp5,oo4ws9w0,How do I decide if I should end my relationship with my boyfriend?,"Without knowing the details, it would be very difficult to say! But, that's also the point of my response. Because even with the details, it's very hard to say, as no one is experiencing the relationship in your shoes, except for you. It might be helpful to process this in therapy, or with your boyfriend directly and voice your concerns about the relationship. In any successful relationship, the research has shown that openness in communication is vital.That all being said, I would also add, with a lot of curiosity...if you have to ask the question, does that say something about what you feel is the quality of the relationship?",2,"I would also add, with a lot of curiosity...if you have to ask the question, does that say something about what you feel is the quality of the relationship?|It might be helpful to process this in therapy|"
9myswx14,jjy7oady,"I don’t love my sister. I would never wish her harm, but if I could, I would wish for us not to be related. Is this cruel? Why must blood mean we have to be friends? Am I being unreasonable and is there a way to fix this? I do care about her, like I do every human being, but I’d rather be with my friends than be with her at all. It’s not just a ""teenager phase."" I still love my mom and dad, and I’m very close to them. However, it’s my sister I don’t love or have ever really liked at all.","No one can force emotions.   Its fine to not love your sister.You may make some discoveries about yourself and your relationship with your sister by studying the reasons for why you're not close.Usually this has something to do with how the parents positioned the kids.  Some parents obviously favor one child over another, and this would heavily influence how the kids view each other once they are grown people.The patterns of interaction set down during our growing up years stay with us until we change them consciously.Its possible your sense of not loving your sister started in your early years.You now have a chance to know your sister through your grown up eyes, or not.Either way, you still may decide you don't love her.",1,You may make some discoveries about yourself and your relationship with your sister by studying the reasons for why you're not close|
uqenuk2c,hglecit2,"Sometimes, I'm fine and can go out or meet people, but other days, my heart races and words physically cannot come out of my mouth. I've always thought it was normal and I was just nervous, but the other day, it took me almost 30 minutes of sitting in my car to find the courage to enter Target by myself.","Yes, it seems like you may have a type of anxiety: but considering that it is intermittent, it may be a good idea to talk to a therapist and explore what triggers the anxiety.  Different types of anxiety are caused by different scenarios, memories, or stressors.   Once you identify what triggers the anxiety, you may be able to identify the coping mechanism that will help you handle your symptoms.¿Tengo algún tipo de ansiedad?A veces estoy bien, puedo salir a reunirme con personas, pero otros días, mi corazón se acelera y las palabras no salen de mi boca.   Siempre pensé que era normal y que solo estaba nervioso, pero el otro día, me tomo casi 30 minutos encontrar el valor para salir del carro y entrar a Target.Si parece que tienes un tipo de ansiedad, y considerando que es intermitente, puede ser útil hablar con un consejero para explorar su causa.   Hay diferentes tupos de ansiedad que son causados por diferentes estímulos, memorias y escenarios. Ya que logres identificar que causa tu ansiedad, entonces podrás aprender mecanismos de defensa que te ayuden a controlar la ansiedad. ",1,may be a good idea to talk to a therapist and explore what triggers the anxiety|
t0gxizbo,46coaszi,Now I have anger and trust issues. How can I treat this and fix myself?,"I will assume that for whatever reason, you either do not want to or are not able to seek counseling for this.  However, I highly urge you to do so because long-term childhood abuse does have negative consequences for your life as an adult, as it seems you are already aware. There are confidential and free crisis hotlines that you can call that deal with sexual abuse.  Some/most also offer free counseling services in local areas.  That would be a good place to start looking, especially if cost of counseling is an issue.The important thing to know is that what happened was not your fault and that you deserve to live a happy life free of the past.  Having anger and trust issues after something like this is a perfectly normal reaction to what happened to you.  Angry?  Yes! At your brother for what he did, at your parents for not protecting you.  Having trouble trusting?  Of course!  The very people who were supposed to love and protect you hurt you instead. Two books that might help you are Codependent No More and Boundaries: Where You End and I Begin.",1,There are confidential and free crisis hotlines that you can call that deal with sexual abuse|
iiw2ertz,6fl8cykt,I need help dealing with stress. How can I handle it all and feel less stressed out?,"There are many causes for feeling stressed out. Between a demanding job, family responsibilities, and everything else that can come up, stress becomes more and more part of our everyday life. One of the best ways to combat the toxic effects of stress on our bodies, social lives, and overall well being is to engage in self-care. But not the self-care that most people think of like vacations or massages. The best self-care is the kind that helps you live the life that you already have rather than escape it. You see, the reason why vacations and massages don't work long term in reducing stress is that they allow you to escape from what is causing the stress without truly fixing it so you just return to what already stressed you out. So, instead you need to find ways to help live with the stressors that you already have. They can be things like creating a more manageable schedule, introducing healthy eating or exercising, financial planning, and even learning a few simple relaxation skills. The key to combatting stress is to make small but consistent changes to your life so that it becomes more manageable and more enjoyable.",1,you need to find ways to help live with the stressors that you already have|
wckv3jg8,gdzov57d,We do communicate but one of us has trouble accepting what the other person says. How can I fix things?,"Being able to accept your partner's influence is a key relationship skill. And it's very two sided.  Chances are if you don't feel your partner is being influenced by you, they likely don't feel you are being influenced by them either. The best fix you can practice is to soften yourself into your partner and see how much more open you can be to their influence.  Play with it. ",1,The best fix you can practice is to soften yourself into your partner|
qfe95a1e,tsn1t8uq,"I get so much anxiety, and I don’t know why. I feel like I can’t do anything by myself because I’m scared of the outcomes.","Anxiety is simply your system communicating to you that you are in danger. The issue that I see in most of my clients is that they try to reason with this anxiety. You do not reason with sensory states in the body. If your system tells your in danger (your stomache feels like it is knots, your heart is beating out of your chest,) validate by just being present with it. Take your breath to it. Breath in and out of that space. Say ok, I am in danger. I always tell my clients, ""a crying baby wants to be held, not told to shut up."" Listen to your system, validate it like you do a child and see what happens.",1,"validate by just being present with it. Take your breath to it. Breath in and out of that space. Say ok, I am in danger|"
ap6cg8j6,ayhv9k4c,"People who are parental figures in my life have, in the past, hurt me, and some continue to do so. It makes me feel like I'm not good enough for my husband or the life he provides me. I have had jobs, but I am going through a lot of my past garbage and trying to figure out when it all went wrong. Any time I bring these things up, I am expected to be over the issue. These are people that you can't just cut out, but I have never received apologies for so much of my pain. I don't know what to do any more. I don't know who I am anymore.","It sounds like you have been thinking about how past hurts have influenced you, and when you try to talk about these hurts with people in your life, you are feeling invalidated. It also sounds like current conflicts are continuing to leave you feeling hurt and devalued. In working with a therapist, you may be able to get some clarity about your past, who you are, and what kinds of boundaries you want in your relationships, so that you can lead a life that is more satisfying to you.",1,"In working with a therapist, you may be able to get some clarity about your past|"
7h2i5atc,20dde22v,"About 3 years ago or so I was skinny, but I was still ugly. I really do want to change that but I've tried 3 times. Now can I try but don't stop. At school I get bullied about my weight and my ugliness and I have been bullied my whole life that I believe them. How can I stop thinking about them and don't let it get in my head? My parents said I don't weight that much but, they do think I am fat but, they tell me I am not. I told my parents that I need to go to a therapist, but they think I am fine and I think they don't want to deal with it.","Amy is right, you do not need to ask for permission to seek for support.  Finding that help at school or through your pediatrician could be the first step towards getting the tools to reach physical and emotional health.  Remember that the weight is only a number on the scale, but your health is determined by multiple factors.  It sounds like no matter how much you weight, there are some self-esteem issues that need to be addressed.  When we are constantly told negative messages, we end up believing them ourselves and is important to learn to recognize those negative thoughts, get them out and put positive ones in.In regards to your parents, t may be that your parents are in denial because they want to provide unconditional love, but do not have the tools to address your concerns.  At some point remind them that you would like to talk to someone about your feelings, and maybe give the opportunity to be part of that conversation.  Having a healthy support system is important, and being able to learn to communicate with them will allow you to have a healthy relationship with them as you grow into adulthood.Trough individual therapy you can work on your self-esteem and establish specific goals for self-care.  Through family therapy, you could address family dynamics, negotiate solutions to current family or individual challenges and identify ways to support each other.I am a Licensed Professional Counselor in Texas, currently providing services in West Houston.  You may reach me at 787-466-5478 to schedule an appointment.    Tengo 16 años y peso sobre 220 libras. Hace como 3 años era más delgada, pero era muy fea.  Quisiera cambiar eso, pero he intentado 3 veces.  Ahora intento pero no puedo.  En la escuela me hacen bullying por mi peso y mi fealdad, tanto que me le he creído.  Como puedo dejar de pensar e ellos y no dejar que se me metan sus ideas en la cabeza?  Mis padres me dicen que no peso tanto y que no creen que estoy [email protected]  Le dije a mis padres que necesito hablar con un terapista, pero ellos me dicen que estoy bien, yo creo que ellos no quieren lidiar con el problema.La terapista Amy tiene razón, no es necesario pedir permiso para buscar ayuda.  Encontrar un consejero escolar o hablar con tu pediatra puede ser el primer paso para obtener las herramientas que te ayudarán a alcanzar tus metas de salud física y emocional.  Recuerda que tu peso es solo un número en balanza, pero tu salud está determinada por muchos factores.   También me parece que sin importar cuanto peses, hay un problema con tu autoestima que debe ser atendido. Cuando hemos sido expuestos frecuentemente a mensajes negativos, esos mensajes se vuelven parte de nuestra mentalidad y debemos aprender a reemplazarlos por mensajes positivo. Respecto a tus padres, puede ser que ellos estén en negación porque ellos desean proveerte amor incondicional, pero no tienen las herramientas necesarias para atender tus preocupaciones. En algún momento, recuérdales lo importante que es para ti hablar con alguien sobre cómo te sientes, e invitarlos a que sean parte de esa conversación.  Es clave tener un sistema de apoyo saludable y aprender a comunicarse efectivamente con tu familia, te ayudara a tener una relación de comprensión y apoyo mutuo. 
A través de la consejería individual, puedes trabajar en mejorar tu autoestima, y establecer metas específicas para tu cuidado personal.  A través de sesiones familiares, puedes atender dinámicas familiares, negociar soluciones e identificar maneras de proveerse apoyo.Soy Consejera Profesional Licenciada en Texas y Puerto Rico, veo clientes en el este de Houston y proveo servicios de tele terapia.  Para una cita puedes llamar al 787-466-5478.",1,Finding that help at school or through your pediatrician could be the first step towards getting the tools to reach physical and emotional health|
33s5drgz,xjrbegmq,"My husband told me last year he never loved me and should have never married me. He's been talking about divorce, but he hasn't filed. Now he has a girlfriend and he abandoned me and his kids. He has no financial help, and he has been out of the home for four months. He became very angry and mean. He says it's all my fault, and that we're not compatible.",It's hard to say that it is a midlife crisis stage..  could be... but so much more seems to be going on or have been going on to say with confidence that it is not much more. ,0,
bjsi8wct,gis5ddbv,My boyfriend can't get over my promiscuous past. He says he loves me but says the thought of my past is disgusting and a sexual distraction. He says he should have had more sex with different people. I don't know how to handle this.,"I am sorry to hear of your relationship struggles. One thing I wonder is did you volunteer the information about your past or is this something that he asked about? In the future, it is probably best to leave details out of conversations like this. I think it is common and natural for partners to ask about the sexual history. For one thing, it is a good idea to be checked for STD’s before entering into a sexual relationship with someone, and it is fair to share that information with each other. Partners usually want to know how many you have been with and what kind of sexual preferences you have or if there is anything you don’t like to do. This gets into a gray area for some people. I don’t necessarily want to know how many people my partner has been with and I certainly don’t want a whole lot of details. Sometimes that is an image I just don’t want in my head about my partner. Vague details are usually enough.However, I understand that your partner has the details and is not happy with your past. This is a reflection on him, not you. This shows insecurities on his part. You cannot control how he will react to information that you provide to him and you cannot control how he feels about the information. The past should remain in the past and not be held against you in the present or future. If he cannot handle your past then it is going to cloud your relationship. You can offer couples counseling to him and see if he will go with you. I have seen relationships recover from some very serious problems such as infidelity. It takes two people who both want it to work to make it work though. If your boyfriend cannot get over your past, you may have to let him go. Don’t keep yourself tied to someone who is not right for you. Constantly holding your past over your head and holding that against you is only going to bring you down and eventually you may start having insecurities or low self-esteem due to this type of treatment. I don’t see that you have done anything wrong. If you aren’t cheating on him now and you answered his questions about your past honestly, how he handles that information is on him. Ultimately, relationships have a tendency to come and go. Don’t fight to hold onto someone who is not right for you. It is okay to be single and enjoy being the best you that you can be. In time, the right person for you will enter your life.",2,One thing I wonder is did you volunteer the information about your past or is this something that he asked about?|You can offer couples counseling to him and see if he will go with you|
dopdi1bf,x01m7o2o,"I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.
I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.","First of all, I am sorry that you have been missing out on your childhood. It may help you to know that many of us feel that we have missed out on our childhoods, as well, and that despite such deprivations, for many of us, our adult lives have been extraordinarily fulfilling due to our opening up to trusted adults. I recommend that you find a trustworthy adult to talk to. This may be a teacher, a coach, a school counselor, a minister, a family member, or a friend's family member. If none of these are available, try out a professional counselor, social worker, psychiatric nurse practitioner, psychologist, or a psychiatrist. It is best to get a referral for such a professional from a peer who has had a positive and safe experience with a particular provider.",1,"I recommend that you find a trustworthy adult to talk to|try out a professional counselor, social worker, psychiatric nurse practitioner, psychologist, or a psychiatrist|"
92aootqe,eqftvds7,"I started having anxiety three months ago. I'm new to having anxiety, and it's making me depressed.","One of the first steps is to manage anxiety and depression symptoms are to establish a good self-care routine.  Start with the most basic things: Eating balanced meals, sleeping at from 6-8 hours and exercise at least 30 minutes a day.  These will help you to regulate the chemical imbalance that affects your mood, plus exercising gives you time to vent and be distracted from your thoughts.  Once basic self-care is established, I suggest that is a good time to start exploring the source of these feelings, and address them trough therapy.  If you have difficulty initiating self-care routine talk to your therapist about what motivates you and pushes you to do things, you might find the key during the process.  You could also contact your physician or a psychiatrist to discuss medication options if it’s too challenging to begin basic self-care.¿Cómo puedo controlar mi ansiedad?Uno de los primeros pasos para manejar la ansiedad y la depresión es establecer una buena rutina de cuidado personal.  Comienza con las cosas más básicas: Comer comidas balanceadas, dormir de 6-8 horas en la noche, y ejercitarte por lo menos 30 minutos al día. Esto te ayudara a regular el desbalance químico que afecta tu estado de ánimo, además de que te da tiempo para desahogarte y distraerte.  Ya que la rutina de cuidado eta establecida, es un buen momento para comenzar a explorar la fuente de tus sentimientos negativos, y explóralos a través de terapia. Si se dificulta comenzar a crear una rutina puedes consultar con tu terapista para identificar motivaciones que te impulsen a comenzar.  También puedes contactar a tu medico primario o psiquiatra para discutir medicamentos que te pueden ayudar a manejar estos síntomas e iniciar cuidado básico. ",1,"Start with the most basic things: Eating balanced meals, sleeping at from 6-8 hours and exercise at least 30 minutes a day|start exploring the source of these feelings, and address them trough therapy|"
3uon6g1w,m1zywkso,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,"Hello there.  You ask about being nervous and shaky walking in to your therapy session and want to know if its normal? ...  I realize there a few ways to look at this.  I presume you weren't anticipating feeling this way; and probably hoped to feel the opposite..  Well, my initial response is yes, sure, it can be within reason to feel this way.  Have you been in therapy before? Is this somewhat new? That could be part of the reason. But either way; new or not, I think when are entering into a meeting that holds potential evaluation of deep things about you and your heart and soul, it can cause anyone to tremble. The soul can be anticipating some things could be shaken up here, and it can feel scary to look at these things and then change.  Looking deep at our life can feel daunting and scary; so your response just might be regards to potential growth trying to happen.   OR, is there something about the therapist you don't feel confident about?  This too might be in play as a reason for your feelings...  Maybe you lack confidence in that therapist ?  Have you let your therapist know how you feel?  That would be good to explore...I would like to encourage you to look at these ideas.  Hope it helps.   Let me knowKindly,keithkeithcounseling.com",2,Maybe you lack confidence in that therapist ?|Have you let your therapist know how you feel?|That would be good to explore...I would like to encourage you to look at these ideas|
cw5w6cwj,a49eu01z,"My boyfriend recently got a kitty. I hate cats in general, and he knows it. It grosses me out and makes me very upset when he pets his cat. I want to throw out the cat. I feel very jealous.","Sorry for you and sorry for the cat because you're each in a tense position.What was the context of your boyfriend adopting a cat since he was aware that this would likely cause problems in the relationship with you?If you don't already know his answer, then find out.  Doing so will tell you a lot about your boyfriend's expectations about you.  Does he expect you to accept without question, whatever he does?  Does he care about your views?  Does a cat have some deep meaning for him that having one is essential to his life and he never told you so?Please don't be mean to the cat.  Its not the cat's fault for being in your boyfriend's care.There are plenty of other cats on this earth so throwing out the cat will not solve anything between you and your boyfriend.Who knows, your boyfriend may come back home with three more cats!Start with a conversation about your feelings and his interest in your feelings.",2,"What was the context of your boyfriend adopting a cat since he was aware that this would likely cause problems in the relationship with you?|Does he expect you to accept without question, whatever he does?  Does he care about your views?  Does a cat have some deep meaning for him that having one is essential to his life and he never told you so?|"
i82qwwji,gzqs4pwj,"I'm a teenager. I get random spurts of anger, like complete, pure rage. I figured it was hormones, but others notice it too. I get self-destructive. I used to cut but stopped. Now when I get mad, I bite my arms and fingers, pull my hair, scratch my face, or punch my thighs. Basically, I do things I can hide instead of breaking anything in my room and having to explain it to my mom. I don't live in a bad household. I have a great family, a great relationship with my boyfriend, and a good job. I have no idea what this is and I don't know how to control it. It's over any little thing. Tonight, it was because I couldn't get my earrings out. This happens maybe two to three times on a good week, and it's always over stupid, petty things.","Hi. I'm glad you wrote. In general, when a small thing bothers us (and this happens to all of us), it's because the small thing triggers an emotion in us that we have felt ""too much"" or ""too intensely"" in the past, and we don't know how to manage that emotion effectively...we just want to avoid it as quickly as possible. Cognitive Behavioural Therapy with a qualified therapist can help you to understand what is being triggered in you and learn how to manage emotions productively. You say that your behaviours are self destructive, and I agree. It sounds like you have developed a habit of channelling your distress towards self-harm, and this is a separate and potentially more serious problem. This is a choice you make that points to shame being an issue for you. Again, a good therapist can help you learn what's behind your shame and self-harm. Your feelings are normal, and you can learn more healthy ways to deal with them with qualified help. ",1,Cognitive Behavioural Therapy with a qualified therapist can help you to understand what is being triggered in you and learn how to manage emotions productively|
vvp7q8j7,ydq9qxpl,I hate everything I see in the mirror. I don't like being in pictures and always scribble out my face. It's stressing me out. I don't trust my parents enough to tell them and I don't know what to do.,"This is so very common in this crazy looks-obsessed world! I meet so many beautiful people who can't see their beauty. Is there something getting in the way for you? Was there a time in your life when people teased you or told you something hurtful, or did something to you that made you feel ugly? If so, this can be addressed first. Sometimes stories are told about us when we're young and the best thing we can do is see the author's evil or careless intent and not take that on. A therapist can help you with this part.Once you've addressed any past barriers to feeling confident, you can focus on a few simple things. First, your thoughts. If you keep telling yourself that you don't like what you see, then you will never feel okay about your looks. Experiment with telling yourself something different. Look in the mirror and I dare you to find something that's lovely about your face. Focus on that. Describe what you see? If you were your own best friend, what would you say about your face? Eliminating those negative scripts and building new positive ones will help you feel more accepting of how you look. You can't change your face, but you can change your attitude towards your face. Confidence is the things that will make you beautiful!Accepting how you look is important. Without going to plastic surgery (the popularity of which is a testimony to how nuts this whole thing has become), you were born with that nose, those eyes, those lips. Accepting yourself and knowing it won't change is a good idea, because wishing it were different won't make it so!Looking good is also about minimizing flaws and building on your assets. Are you in a rut about hairstyle or makeup? Ask a good friend to give you a make-over. Play with your features and wardrobe. There are plenty of average looking people who know how to make themselves shine because they are creative!",2,"Is there something getting in the way for you? Was there a time in your life when people teased you or told you something hurtful, or did something to you that made you feel ugly?|If you were your own best friend, what would you say about your face?|"
558hi43o,xfqvt24l,"I don't know how else to explain it. All I can say is that I feel empty, I feel nothing. How do I stop feeling this way?","Your question is very broad because feeling empty can develop for many different reasons.You're certainly not alone in feeling this way!Try to follow the logic of your feelings by asking yourself questions about the empty feeling.   Doing this may open up a discovery about the reason for the emptiness feeling.When do you feel empty, are there certain situations it happens more often than another, what helps the feeling go away, what or who is helpful in relieving the empty feeling.Sometimes people need a little help to get started in understanding how to recognize their feelings.Consider a therapist, any disciplined practice which encourages self-knowledge, such as some yoga practices, and a creative discipline like photography or music. As long as you concentrate on increasing your self-understanding, eventually you'll find the answer to your question!",1,"Consider a therapist, any disciplined practice which encourages self-knowledge, such as some yoga practices, and a creative discipline like photography or music|"
be5ocwyg,82kp7blg,"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?","I am so sorry this has happened to you! I hope you have some people you find emotionally supportive around you! In terms of your question, I understand what you are talking about. Sometimes when a person experiences a traumatic event, an event called Dissociation occurs. Dissociation is the brain's way of temporary creating and increasing  ""emotional distance"" between what is happening and what you are feeling and experiencing. This is a kind of natural coping mechanism, and it can occur just prior to, during, and after an event has occurred. People describe the feeling as being ""numb,"" or detached from others, their surroundings, and even from their own body. All of these descriptions are accurate and they are your brain's attempt to try and keep you safe from emotions that may otherwise overwhelm you. This is good, in the short-term, because you are not having to immediately face and cope with the immensely painful feelings associated with your trauma. But it is also not-so-good in that it also blocks your ability to feel positive and pleasurable emotions. So while your brain is protecting you, it is also preventing feelings you need now more than ever (such as regaining a sense of safety, soothing your hurts, and feeling empowered for your survival).You are not a sociopath, so do not worry about that, but I would strongly recommend that you consider seeing a therapist or other supportive mental health professional to help you work through what is happened. There are ways for you to heal from your experience which will help you get back to a place where you can feel safe enough to ""feel"" again.  It might be an uncomfortable journey, at times, but you are already hurting and your life is being negatively impacted, now. Good therapy sometimes is like pulling out a splinter--it may hurt a bit to dig that sucker out, but once it's out, your body can finally start to heal.  It might seem better (and less painful) to leave it alone, and ignore (avoid) it. But you risk INFECTION by your inaction which will be 100 x worse than just digging it out. Best of luck to you!Learn more about me and my practice at www.EMDRheals.com",1,I would strongly recommend that you consider seeing a therapist or other supportive mental health professional to help you work through what is happened|
2bhh5fi0,nhuky9hy,"I'm a male in my 20s. My girlfriend is in her late 30s. She's great. She's funny and smart, she has a big heart, and we have an excellent sex life. She recently moved in with me partially because she wanted to and partially because she had no place to go. We fight a lot. It’s mostly my fault, I must admit. She doesn't like my insecurity and lack of trust I have for her. I have trust issues. Also, I can't fathom why a woman like her is with me, so I'm always dreading when a better dude will come along. I don't think she's happy. She's very submissive and she loves me very much, but also the fact that she has nowhere to go must be influencing her decision to stay. I love her so much, but my jealousy is not likely to diminish. I never believed in the whole ""If you love them, let them go,"" but I do now. I really want her to be happy. Should I end it with her? She has no place to go so I feel like I can’t break up with her. I’m literally trapped.","Are you possibly mixing up an impulse to nurture and protect someone, such as by offering housing, and your own need to feel loved and appreciated as a romantic partner?Maybe your feeling of jealousy is really your awareness of a reasonable need to be loved by a partner.Even though you are quite detailed in your description of your partner, one piece which is missing, is whether you feel you are loved by her.Maybe too, what she considers your insecurity, is really her unwillgness to love you.It's always easier to put distance between two people by insulting them.I hope this gives you a few new ways to look at your situation.A few therapy sessions, either by yourself or together w your gf, would give you more chance to know more deeply what it is you are facing.",2,"Are you possibly mixing up an impulse to nurture and protect someone, such as by offering housing, and your own need to feel loved and appreciated as a romantic partner?|A few therapy sessions|"
6jr7ezsm,9ps6bz3c,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,"of  I would love to know a little bit more about what's going on in your life but I will attempt an answer.Yes, you could still be shaky and nervous going to therapy. This therapy thing your doing is sometimes scary. First, because your opening up things that you might have never wanted to. Second, your still building a relationship with this therapist person. You may never get over that. The therapist really can't be your ""friend"". They are there to push the buttons that you might not want pushed and help you heal.  That in itself is scary and can make you anxious. Third, you really never know where this therapy thing will go. Yes, there are goals. But sometimes side roads need to be taken and sometimes that is scary.Know this you are in the right place. You are taking steps to change.",0,
nz9u6gz0,bylwg5kl,"My mother takes care of niece whom my sister abandoned. She calls me every day complaining, but I don't want to hear it anymore.",I just want to understand before I answer. Who exactly is complaining?,1,Who exactly is complaining?|
z3r9na69,h4a9egfn,"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","When talking about difficult issues, it is very normal to cry. Crying is a natural way for us to cope with the sadness that we experience in life. When confronting some of these things in a counseling session, tears just seem to come naturally. Every Counselor should be well equipped to handle that level of emotion, and you would be far from the first to cry when talking with a Counselor.",0,
ghn1tvdb,yhkdsps7,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,"Sure, why not!It's nerve-wracking to go to a man or woman you've never met before and who is a total stranger, that you are paying to take an interest in your life.  You're likely feeling an internal truth about the sessions, the man or woman with you, and the man or woman sitting across from you.  I'd listen to those feelings.Wouldn't it not be best to go to those around you that do provide comfort and aid, first?  Wouldn't it be better to attend to those of faith around you who have love to offer, first?  Wouldn't it be better to go to your family and loved ones, first? :)Might try that; see if your nervousness evaporates...",2,"Wouldn't it not be best to go to those around you that do provide comfort and aid, first?  Wouldn't it be better to attend to those of faith around you who have love to offer, first?  Wouldn't it be better to go to your family and loved ones, first?|"
2a1os7le,615scr7f,"I found out my boyfriend takes anti-depression medicine. Lately he's been saying he has a lot on his mind, and he needs time to think about us. We've only been dating 3 weeks but I like him a lot.","This seems like two questions.  The first is what may have happened to prompt him to back off.  The second is what it means to you to have a boyfriend who takes anti-depression medication who says he has ""a lot on his mind.""  Both give you opportunity to look at yourself.  Having expectations can be a huge trap.  I write about this extensively in the first chapter of my book Living Yes (www.LivingYes.org).  Is there any way that you can enjoy your time together without expecting anything down the road?  Are there wonderful lessons for you to take from the relationship - even if it only lasts three weeks?  Can you create a mindset of gratitude for what is and let the future expectations (and future demands) go?  Are there new ways to communicate that might bring you together?  What are the lessons for you about allowing the relationship to develop its own course on its own time?  Again, let go of all expectations, and see what happens. That's what ""Living Yes"" requires.I am sure this will work out well for you - either with him or without him.  ~Mark  (www.MarkMorrisLCSW.com and www.LivingYes.org)",2,Is there any way that you can enjoy your time together without expecting anything down the road?|Are there wonderful lessons for you to take from the relationship - even if it only lasts three weeks?|Can you create a mindset of gratitude for what is and let the future expectations (and future demands) go?|Are there new ways to communicate that might bring you together?|What are the lessons for you about allowing the relationship to develop its own course on its own time?|
